PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,cluster
-1.682360117989953,-1.0767202710573076,0.490162472725981,0.6646913011601323,0.018459130999724408,0.052404290671230515,1
-1.1389679872373812,2.5061115297924306,0.6024906632916279,-0.12091713317925606,0.6114557623248191,-1.1315303982540368,0
0.9693773400528162,-0.3834268941584044,0.10399739630682593,1.2076682636230702,-2.173294210663739,-0.2293728041868534,1
-0.8738091766365138,0.042936021241617287,1.4619330834610025,1.1504133845673836,0.29575079996878517,-0.12124016250774781,1
-1.599681779985979,-0.6887703303983193,0.36703193041552284,0.9889759693412162,-0.48754017682117096,0.07521499389868617,1
0.25099498798334374,-0.7800775378543089,-1.1315254489696427,0.8390339519945996,0.8161223694567742,0.3828580288197078,1
6.352683990676929,-0.6916526685297306,2.0808684237581767,-0.8207922712613438,-1.0914864213886943,-1.0168206230057153,2
0.2768439538171835,-1.2907813082170647,-1.8282783985602307,0.2131266893542128,0.1703010006321322,-0.07747204833000783,1
-0.4419976659949222,-0.46190941135471336,0.1927417059028773,1.0163382117064754,-0.26988322750191096,-0.30649781528248543,1
-0.5625773693228704,-0.3665668854236403,1.9558599923475795,0.9704625820342753,0.3627989721452343,-0.6536980157071715,1
0.5402283388276087,-1.3129886807941018,-1.9361109697629175,0.35054448850357267,0.6651116839340675,0.27076320131392656,1
-0.6848606833084732,-0.7855174320573831,1.1572170207709664,0.8899029870317482,-0.5773619354745275,0.26650136973756666,1
1.9800472014341552,-1.3219419198062377,-0.6377066967711785,0.03820075937168715,-0.30158369157030307,0.1691908592132244,2
1.560315806387151,-0.8792906637142512,-0.7600871797693995,0.30594383341341336,0.4334640703120503,-0.3038455491203472,1
-1.5884578161463165,0.2328203994256336,0.18395602505530054,1.2758505813462107,-0.14303740176644666,0.0262346418049118,1
0.7897265421029506,1.846900206493131,-1.2092379669504278,1.1000905560571157,1.1008162058572888,-0.1826552747807097,0
-2.097244462492381,0.9554104913891278,0.5087808850128174,-0.9031367334860716,0.03743915451708791,2.041639503340168,1
-0.9563936328838709,-1.5776127619255529,0.7440738654794103,-0.15982981653529624,1.1266399780154563,-0.40574043460182047,1
0.5000653284105433,-0.09619304148191028,-0.5570893618705636,1.0237601788150992,0.19013919788733966,-0.9423136078101213,1
0.7829437849841702,0.04957553002038617,-3.0141064362638765,2.5654858368241564,2.4545340903086577,1.2111248751674806,1
-0.143059363623496,-0.06874534293759746,-2.410893558783284,2.8497179600397335,2.362587552566169,1.5459179434396533,1
5.5247017111885555,1.7444849542219742,0.022609940317240184,0.9493735505108383,-1.7294393245780482,0.881136037500121,2
0.4177398599341693,-1.7391513339365665,-0.8801454827589998,-0.4272204462176891,1.0479746501867726,-0.15797040651126135,1
2.801533361715939,3.700229683413524,0.13592559580061078,-1.352713089248735,1.1580909862622923,-0.7384924270128027,0
-1.4258056496578853,1.9265954541460266,-0.1002819251387868,0.9349514510235523,-0.038150416824519515,0.4564256531105126,0
0.16442965351205666,-1.6334874460263398,-1.6910025252054488,-0.03097678386311147,0.03294437106180504,-0.20123357078196888,1
-1.4441268202408113,0.43040512258839586,0.02791802731362419,0.6074167640110378,-0.7040262241443269,0.1638566762005628,1
-0.04869642065883496,-1.7736010041674877,-1.7434773121453644,-0.10250438333507497,-0.07755886697376986,-0.05334605013842503,1
-0.014164232053399681,4.129045742813387,-1.6285013238384978,-0.2323688247210885,-0.5258001681824938,-0.5284471223675141,0
-0.7708123411497632,-0.866195381760021,-0.3141670186426036,0.6964179825236468,-0.1410362446426545,-0.49347817849305775,1
3.7543787328431253,4.298133481693762,-2.471955482988071,0.8008380493497909,1.2723644326121428,-0.09939791826901831,0
1.4099511340078268,-0.6861401547861693,-1.7084741702405069,-0.1360153444767723,0.038359183134414714,-0.11617628708168383,1
-0.5708417643375204,2.135321881875776,0.0005613206443937498,1.992581764902943,0.2021536003322961,-0.3936009259561516,0
0.374486617240207,-1.462459196784393,0.2618801917099232,0.17791091440637272,-2.126409065426346,-0.15490495079226926,1
2.010612845857068,1.4148136083917504,-2.118096955816054,3.2599593609467648,4.724772102831204,0.9003798154557235,2
-1.7606354049974944,-0.1802851194074794,0.23023351391105634,1.066830385177815,-0.3002576033002831,0.10519380502961242,1
-1.4253959451253426,5.4758836447543535,-0.6098440197584003,-0.4221197920061133,0.19125528660094449,-0.24450626703895298,0
1.8432847805571022,1.2549663123062187,-1.0344263384610637,0.14181723469131616,-0.6947858257077917,0.31974965174302483,2
-0.9590181970690802,3.143728042791828,-0.31450789579688776,0.9465330710010592,-0.0806056497106285,-0.4759798857624322,0
0.6641377914604963,3.516763943549067,3.3687932843621535,-1.6374871512606077,2.22865933858313,-1.9040221490628433,0
-1.7534253006220188,0.704622724530132,0.9894074621359469,-0.33536029221908464,0.43657289124757065,-0.48952155780544737,1
0.44636058543396384,0.6536509013124662,-0.22265401879317218,-0.6750365629379508,-0.6927803103990133,-0.09401943554821283,1
-1.1150792945479608,0.304808389717924,0.14298488364307713,1.8304211620822752,-0.061427173760090624,0.061229401464024856,1
-1.8135060278764663,0.012116661850727822,0.2588478472633282,0.792665915784095,-0.3046436136640531,-0.009039165253968678,1
1.890018616169077,-0.08314180754951055,-1.6579972916176202,1.051268779173286,0.1847166449183878,-0.242192602377828,2
-0.8795030293747504,-0.09383707845284761,-0.575324440313031,0.7150945354030191,-0.26815202324021237,0.14612752459631212,1
-1.7939497402455404,-0.7403935383718194,0.7301559058818594,-1.2777064929951905,0.7812994078394154,2.1168093435293334,1
-1.787568320813064,2.06660388629902,-0.2861745363007925,0.4491754211294338,-0.44843764515040324,-0.06882714890107132,0
3.5460777461599173,-2.008400828525815,-0.5526126172787196,-1.3579446533850998,-0.5186468901566275,-0.7083965931544624,2
-1.0855639953719927,-0.12406611419377973,0.49868454374670557,0.6952209723760417,-0.6455692861520064,-0.20047699039939085,1
0.35836447782659137,7.149953787977203,-0.5364606801253545,-3.8238325586119006,-0.5382874286833578,0.71160540717273,0
1.5429064463919437,-0.8315195903220536,0.1340018637335572,0.8284924243941536,-0.8383148534259618,0.6269579431719524,1
-1.7272520871874288,0.471132492190774,0.19374783364077305,0.7506771157755858,-0.3813856798088607,-0.04641443666708751,1
0.4711503879704809,-0.10254255693940806,1.355526823991557,-0.9841373205697953,-1.2540851433827722,1.506463893661199,1
